ангстремы	R	G_1	G_2	B
5683.834306	-88.324807	4.613002	3.223584	-48.014171
5683.890917	-88.261708	4.679725	3.234619	-48.007354
5683.947530	-88.214047	4.756732	3.256800	-48.026262
5684.004145	-88.167247	4.844024	3.236966	-48.038308
5684.060762	-88.145315	4.956173	3.263432	-48.047781
5684.117380	-88.107951	5.013444	3.217021	-48.087262
5684.174001	-88.101453	5.154729	3.192904	-48.118166
5684.230624	-88.096671	5.270286	3.209939	-48.143067
5684.287249	-88.075600	5.354115	3.244118	-48.173109
5684.343875	-88.071676	5.435366	3.292868	-48.201435
5684.400504	-88.078895	5.519184	3.288467	-48.229759
5684.457135	-88.095543	5.560994	3.289210	-48.235794
5684.513767	-88.090761	5.613944	3.284809	-48.238400
5684.570402	-88.095407	5.642890	3.315551	-48.244434
5684.627039	-88.099196	5.616981	3.300865	-48.257324
5684.683677	-88.131267	5.621928	3.322177	-48.243645
5684.740318	-88.117913	5.561740	3.326346	-48.238536
5684.796960	-88.102846	5.528980	3.321945	-48.241141
5684.853605	-88.089494	5.500507	3.342397	-48.253173
5684.910251	-88.075286	5.447185	3.338853	-48.271202
5684.966900	-88.056793	5.405863	3.369586	-48.274662
5685.023550	-88.034018	5.389394	3.421738	-48.296116
5685.080202	-88.021526	5.391777	3.461034	-48.306430
5685.136857	-87.989328	5.410439	3.497757	-48.322741
5685.193513	-87.933999	5.478794	3.577317	-48.325342
5685.250171	-87.864108	5.565137	3.675721	-48.351075
5685.306832	-87.819067	5.691740	3.756126	-48.365669
5685.363494	-87.791164	5.786636	3.816821	-48.374264
5685.420158	-87.773542	5.863535	3.814118	-48.371722
5685.476824	-87.755921	5.984118	3.823408	-48.370894
5685.533492	-87.724596	6.087560	3.852400	-48.396621
5685.590162	-87.723253	6.192708	3.874537	-48.404357
5685.646835	-87.726193	6.235320	3.914660	-48.406097
5685.703509	-87.748832	6.271933	3.950498	-48.385567
5685.760185	-87.783461	6.325674	3.972629	-48.374460
5685.816863	-87.835217	6.318602	3.938232	-48.329951
5685.873543	-87.879261	6.326090	3.938095	-48.288015
5685.930225	-87.905317	6.377254	3.933676	-48.258071
5685.986909	-87.946785	6.438691	3.976357	-48.226416
5686.043595	-87.980544	6.492416	4.013042	-48.182775
5686.100282	-88.020295	6.528156	4.024034	-48.123723
5686.156972	-88.017228	6.540772	4.031601	-48.074094
5686.213664	-88.013305	6.587639	4.024610	-48.040737
5686.270358	-87.999963	6.609671	4.039882	-48.022795
5686.327054	-87.994328	6.576049	4.044022	-47.986874
5686.383752	-87.961296	6.569827	4.100388	-47.971503
5686.440451	-87.923985	6.481415	4.143052	-47.960414
5686.497153	-87.886677	6.324522	4.198555	-47.929635
5686.553857	-87.844235	6.213011	4.255766	-47.906563
5686.610562	-87.807788	6.101508	4.322390	-47.902325
5686.667270	-87.775623	6.025966	4.396713	-47.884391
5686.723980	-87.761436	5.976965	4.447919	-47.868171
5686.780691	-87.746394	5.938238	4.488850	-47.843392
5686.837405	-87.737345	5.950870	4.474143	-47.821182
5686.894121	-87.722305	5.991746	4.476554	-47.827219
5686.950838	-87.733797	6.005231	4.433605	-47.840957
5687.007558	-87.743577	6.100020	4.390658	-47.864109
5687.064279	-87.761914	6.244439	4.351994	-47.902664
5687.121003	-87.756288	6.338357	4.304774	-47.938649
5687.177728	-87.742104	6.412587	4.254991	-47.954949
5687.234455	-87.738191	6.438891	4.198365	-47.989218
5687.291185	-87.735988	6.453213	4.168269	-48.031185
5687.347916	-87.729507	6.457266	4.168980	-48.076572
5687.404650	-87.715326	6.406559	4.229584	-48.106555
5687.461385	-87.708846	6.378956	4.261094	-48.127979
5687.518122	-87.692955	6.379590	4.351636	-48.128013
5687.574862	-87.695032	6.335735	4.426772	-48.110080
5687.631603	-87.691975	6.287605	4.478804	-48.090437
5687.688346	-87.709449	6.250600	4.512867	-48.079350
5687.745091	-87.740610	6.233273	4.521264	-48.079385
5687.801839	-87.768346	6.270695	4.529661	-48.072577
5687.858588	-87.787527	6.312390	4.560297	-48.043528
5687.915339	-87.805851	6.347240	4.565270	-48.023891
5687.972092	-87.819041	6.404326	4.521489	-48.022216
5688.028847	-87.828809	6.410945	4.518766	-48.014555
5688.085604	-87.820615	6.458617	4.479265	-48.025710
5688.142363	-87.795317	6.523390	4.452597	-48.035154
5688.199124	-87.774296	6.554806	4.460138	-48.052294
5688.255887	-87.743015	6.575957	4.499321	-48.056605
5688.312652	-87.699763	6.554349	4.565867	-48.047233
5688.369419	-87.639412	6.476304	4.616160	-48.032731
5688.426188	-87.587616	6.398265	4.630535	-48.034476
5688.482959	-87.544374	6.324506	4.681678	-48.028526
5688.539732	-87.509685	6.286664	4.773003	-48.016591
5688.596507	-87.463884	6.300125	4.834397	-48.000382
5688.653284	-87.457414	6.236637	4.894077	-47.970494
5688.710063	-87.486852	6.163749	4.970851	-47.964546
5688.766844	-87.508594	6.113094	5.037361	-47.930387
5688.823627	-87.536318	6.110316	5.088479	-47.913328
5688.880411	-87.567460	6.184476	5.131899	-47.919350
5688.937198	-87.609712	6.305645	5.185574	-47.935631
5688.993987	-87.646832	6.452450	5.256341	-47.955329
5689.050778	-87.679676	6.606938	5.284365	-47.969042
5689.107570	-87.726192	6.725516	5.280762	-47.985319
5689.164365	-87.787236	6.816735	5.249809	-48.014415
5689.221162	-87.817507	6.960083	5.217148	-48.046927
5689.277961	-87.802479	7.093165	5.174233	-48.060635
5689.334761	-87.788307	7.238203	5.116794	-48.107672
5689.391564	-87.764735	7.339647	5.066194	-48.136760
5689.448368	-87.732619	7.376137	4.986544	-48.148754
5689.505175	-87.702214	7.374170	4.928262	-48.156474
5689.561984	-87.673520	7.318371	4.871693	-48.152231
5689.618794	-87.637137	7.255739	4.821964	-48.145424
5689.675607	-87.588795	7.183713	4.809834	-48.131783
5689.732421	-87.550709	7.124508	4.830172	-48.102763
5689.789238	-87.498101	7.060181	4.871014	-48.088269
5689.846056	-87.460021	7.023198	4.910998	-48.064379
5689.902877	-87.431340	6.985363	4.969775	-48.022549
5689.959699	-87.406079	6.937279	5.008044	-47.988411
5690.016524	-87.395341	6.919952	5.104401	-47.963672
5690.073350	-87.376916	6.939358	5.187083	-47.938080
5690.130178	-87.355076	7.000618	5.256947	-47.919324
5690.187009	-87.350320	7.072124	5.343035	-47.903985
5690.243841	-87.343856	7.159854	5.391534	-47.885231
5690.300676	-87.296395	7.223663	5.463946	-47.879290
5690.357512	-87.286517	7.238784	5.510730	-47.868225
5690.414350	-87.268098	7.248780	5.535305	-47.875095
5690.471191	-87.248827	7.224615	5.543652	-47.881111
5690.528033	-87.230411	7.229487	5.577618	-47.871755
5690.584877	-87.204311	7.216425	5.597919	-47.855567
5690.641723	-87.186751	7.183724	5.613094	-47.839380
5690.698572	-87.181148	7.135654	5.622291	-47.815510
5690.755422	-87.161882	7.071365	5.610995	-47.804449
5690.812274	-87.143471	7.008788	5.621045	-47.798511
5690.869128	-87.141284	6.975244	5.555959	-47.793428
5690.925984	-87.118607	6.970732	5.499415	-47.776393
5690.982842	-87.115567	6.947438	5.459951	-47.774725
5691.039703	-87.099721	6.967685	5.406829	-47.771351
5691.096565	-87.090706	6.941831	5.342614	-47.790172
5691.153429	-87.082545	6.897198	5.244256	-47.808139
5691.210295	-87.067555	6.842324	5.130540	-47.840616
5691.267163	-87.040615	6.778065	5.050975	-47.880773
5691.324033	-87.014531	6.723200	4.981659	-47.899588
5691.380905	-86.980767	6.640172	4.898692	-47.925230
5691.437779	-86.966636	6.533250	4.905349	-47.940627
5691.494655	-86.958479	6.468158	4.922247	-47.963705
5691.551533	-86.944350	6.427819	4.929757	-47.967152
5691.608413	-86.937901	6.334572	4.980790	-47.991934
5691.665295	-86.937427	6.300215	5.019873	-48.003060
5691.722179	-86.946340	6.293168	5.079433	-48.017599
5691.779065	-86.957812	6.299775	5.155203	-48.015923
5691.835953	-86.979523	6.320034	5.175502	-48.008273
5691.892843	-87.000378	6.334319	5.203480	-48.032196
5691.949735	-87.030618	6.369935	5.216950	-48.048438
5692.006629	-87.052324	6.420052	5.144244	-48.056999
5692.063524	-87.064642	6.395086	5.052774	-48.056175
5692.120422	-87.077813	6.316372	4.992876	-48.045113
5692.177322	-87.098661	6.307620	4.870705	-48.022107
5692.234224	-87.104152	6.244271	4.741717	-48.004222
5692.291128	-87.094286	6.168130	4.607620	-47.990603
5692.348034	-87.090393	6.090288	4.471826	-47.976985
5692.404941	-87.077970	5.991126	4.355660	-47.960809
5692.461851	-87.067253	5.880030	4.215620	-47.905397
5692.518763	-87.062507	5.798794	4.086677	-47.865342
5692.575677	-87.062026	5.717565	4.003801	-47.855142
5692.632592	-87.078603	5.704572	3.932019	-47.861147
5692.689510	-87.089209	5.769190	3.827833	-47.868858
5692.746430	-87.093844	5.762166	3.768001	-47.868892
5692.803351	-87.107006	5.772198	3.709879	-47.871485
5692.860275	-87.128695	5.797580	3.654319	-47.871519
5692.917201	-87.140150	5.814432	3.608996	-47.877522
5692.974129	-87.155014	5.851748	3.581584	-47.905695
5693.031058	-87.171582	5.870303	3.564405	-47.946657
5693.087990	-87.173655	5.863277	3.559165	-47.966299
5693.144923	-87.153558	5.818736	3.551367	-47.965476
5693.201859	-87.131758	5.704285	3.535043	-47.949307
5693.258797	-87.110812	5.549772	3.546856	-47.954454
5693.315736	-87.070258	5.418289	3.549290	-47.964714
5693.372678	-87.023740	5.312389	3.569626	-47.959630
5693.429621	-86.978077	5.197972	3.596780	-47.947725
5693.486567	-86.938385	5.098907	3.607736	-47.943493
5693.543514	-86.904662	4.998144	3.607610	-47.911985
5693.600464	-86.860713	4.962170	3.615156	-47.898378
5693.657415	-86.826142	4.915117	3.603949	-47.887329
5693.714369	-86.806063	4.893637	3.608085	-47.887362
5693.771324	-86.764678	4.896023	3.633528	-47.903587
5693.828282	-86.727557	4.902670	3.618912	-47.900210
5693.885241	-86.726233	4.928066	3.609411	-47.890014
5693.942203	-86.729169	4.938973	3.593945	-47.906238
5693.999166	-86.738923	4.962661	3.578481	-47.929278
5694.056132	-86.755492	4.980383	3.554496	-47.930160
5694.113099	-86.748202	5.014293	3.531364	-47.948937
5694.170069	-86.757953	5.015822	3.513347	-47.950670
5694.227040	-86.768555	4.996902	3.513225	-47.960072
5694.284013	-86.783417	5.016324	3.473909	-47.954137
5694.340989	-86.805946	5.058749	3.403072	-47.926902
5694.397966	-86.839548	5.062832	3.356947	-47.920116
5694.454946	-86.852701	5.060099	3.278451	-47.911626
5694.511927	-86.873521	5.065886	3.205072	-47.874173
5694.568910	-86.871338	5.055486	3.114662	-47.835870
5694.625896	-86.877673	5.040828	3.054072	-47.809495
5694.682883	-86.903600	4.980173	2.999448	-47.770345
5694.739872	-86.927821	4.906745	2.909906	-47.736308
5694.796864	-86.943523	4.905722	2.816111	-47.707384
5694.853857	-86.972000	4.834857	2.788757	-47.682720
5694.910852	-87.024321	4.752925	2.787808	-47.680203
5694.967850	-87.051089	4.750204	2.787711	-47.670020
5695.024849	-87.078707	4.737264	2.840415	-47.674316
5695.081850	-87.085032	4.698776	2.884599	-47.697347
5695.138853	-87.122014	4.666251	2.937296	-47.713564
5695.195859	-87.132595	4.655870	2.930381	-47.729779
5695.252866	-87.150838	4.670183	2.908991	-47.770688
5695.309875	-87.165674	4.692159	2.923365	-47.809890
5695.366886	-87.197539	4.634947	2.970093	-47.839724
5695.423900	-87.199600	4.617756	2.932526	-47.887435
5695.480915	-87.186336	4.628663	2.891556	-47.914709
5695.537932	-87.176479	4.563797	2.837819	-47.912184
5695.594951	-87.171730	4.515962	2.754288	-47.915617
5695.651972	-87.180602	4.503886	2.672466	-47.929267
5695.708996	-87.169894	4.508836	2.597460	-47.963346
5695.766021	-87.168550	4.474629	2.629717	-48.010191
5695.823048	-87.149331	4.450638	2.684103	-48.025538
5695.880077	-87.125005	4.437715	2.747849	-48.048544
5695.937108	-87.080253	4.492885	2.766478	-48.075804
5695.994142	-87.047420	4.529327	2.851495	-48.080933
5696.051177	-86.996716	4.529169	2.901610	-48.101381
5696.108214	-86.945164	4.580075	2.957680	-48.156722
5696.165253	-86.884255	4.646296	3.024809	-48.197591
5696.222294	-86.828455	4.686983	3.103848	-48.210374
5696.279337	-86.767553	4.676607	3.151394	-48.196775
5696.336382	-86.703252	4.695164	3.131712	-48.164456
5696.393429	-86.639806	4.717975	3.106926	-48.148307
5696.450479	-86.578065	4.708451	3.052360	-48.108334
5696.507530	-86.518882	4.647875	3.002903	-48.067512
5696.564583	-86.469062	4.641756	2.919416	-48.032650
5696.621638	-86.443918	4.653505	2.904000	-47.991833
5696.678695	-86.437493	4.640581	2.907301	-47.943363
5696.735754	-86.441278	4.600434	2.920812	-47.890642
5696.792815	-86.431450	4.566244	2.928366	-47.848985
5696.849878	-86.427578	4.602664	2.972499	-47.816687
5696.906943	-86.433914	4.640783	3.003019	-47.783541
5696.964010	-86.451308	4.693359	3.030985	-47.740190
5697.021079	-86.477206	4.808877	3.071708	-47.737670
5697.078150	-86.517561	4.951604	3.098818	-47.736001
5697.135223	-86.546007	5.031382	3.140386	-47.731781
5697.192298	-86.566795	5.097546	3.118163	-47.725009
5697.249375	-86.573124	5.163705	3.081484	-47.712284
5697.306454	-86.590508	5.214551	3.006536	-47.698710
5697.363535	-86.617245	5.297710	2.929043	-47.696192
5697.420618	-86.643130	5.307729	2.882169	-47.696225
5697.477703	-86.658808	5.291387	2.855707	-47.708163
5697.534791	-86.665982	5.219774	2.827547	-47.739658
5697.591880	-86.657850	5.090346	2.803639	-47.740539
5697.648971	-86.637815	4.962627	2.845205	-47.738870
5697.706064	-86.621181	4.868927	2.909723	-47.738051
5697.763159	-86.583294	4.793088	2.998894	-47.734681
5697.820256	-86.551360	4.723205	3.108463	-47.729611
5697.877354	-86.490523	4.696686	3.276684	-47.738144
5697.934455	-86.427990	4.608959	3.435542	-47.732224
5697.991558	-86.389263	4.595196	3.539984	-47.740756
5698.048663	-86.347989	4.593335	3.686071	-47.735686
5698.105770	-86.306718	4.651827	3.817697	-47.713616
5698.162879	-86.281600	4.744315	3.945064	-47.709398
5698.219990	-86.261583	4.803647	4.002724	-47.707729
5698.277103	-86.238167	4.868925	4.005134	-47.716260
5698.334218	-86.260649	4.906151	4.030491	-47.738389
5698.391335	-86.281429	4.954422	4.004004	-47.759666
5698.448454	-86.314955	4.978895	3.910380	-47.763945
5698.505575	-86.352728	5.034809	3.827810	-47.770772
5698.562698	-86.356506	5.043981	3.767341	-47.761453
5698.619823	-86.373880	5.067598	3.613401	-47.760633
5698.676950	-86.403148	5.041079	3.474768	-47.759812
5698.734079	-86.427317	5.003515	3.327647	-47.749644
5698.791210	-86.447235	4.999092	3.223021	-47.738627
5698.848343	-86.465452	4.982774	3.145590	-47.723363
5698.905478	-86.463277	5.009787	3.049473	-47.701303
5698.962615	-86.467050	5.001116	2.994993	-47.679244
5699.019754	-86.464874	4.970357	2.960056	-47.675877
5699.076895	-86.450806	4.941299	2.919175	-47.680156
5699.134038	-86.457126	4.931782	2.852812	-47.678488
5699.191183	-86.457499	4.921416	2.866304	-47.687014
5699.248330	-86.449378	4.927190	2.878096	-47.704033
5699.305478	-86.440408	4.956747	2.906875	-47.714256
5699.362629	-86.436535	4.987151	2.927159	-47.715985
5699.419782	-86.446251	4.979332	2.965277	-47.717713
5699.476937	-86.441528	4.945185	2.979612	-47.727934
5699.534094	-86.436805	4.949259	2.976960	-47.758537
5699.591253	-86.458409	4.982207	3.011675	-47.784892
5699.648414	-86.500394	4.983731	3.072714	-47.805300
5699.705577	-86.524542	4.981009	3.129503	-47.837595
5699.762742	-86.552084	4.951114	3.120053	-47.855452
5699.819909	-86.585569	4.931410	3.115698	-47.875855
5699.877078	-86.610560	4.853119	3.115589	-47.896257
5699.934249	-86.636398	4.745116	3.089158	-47.922601
5699.991422	-86.657989	4.673630	3.059334	-47.932811
5700.048597	-86.681277	4.593658	3.059226	-47.925190
5700.105774	-86.695223	4.503504	3.058270	-47.896346
5700.162953	-86.679455	4.394679	3.025903	-47.857315
5700.220133	-86.647558	4.313027	2.956184	-47.814043
5700.277316	-86.644526	4.221195	2.918729	-47.769924
5700.334501	-86.640645	4.164173	2.909289	-47.733449
5700.391688	-86.637613	4.093573	2.892211	-47.685941
5700.448877	-86.641371	4.046745	2.850517	-47.653714
5700.506068	-86.633247	4.016047	2.824954	-47.629978
5700.563261	-86.617483	3.999780	2.741677	-47.629160
5700.620456	-86.616149	3.955506	2.639734	-47.635132
5700.677653	-86.615664	3.911235	2.559864	-47.648741
5700.734852	-86.637244	3.865271	2.466421	-47.670836
5700.792053	-86.669854	3.839676	2.365347	-47.701416
5700.849256	-86.672761	3.783534	2.224396	-47.723507
5700.906461	-86.669727	3.697695	2.089394	-47.742203
5700.963668	-86.652268	3.612711	1.929794	-47.782111
5701.020877	-86.623780	3.547248	1.768508	-47.800802
5701.078088	-86.611414	3.483488	1.600445	-47.822038
5701.135301	-86.610080	3.379854	1.507907	-47.823758
5701.192516	-86.610442	3.311861	1.438283	-47.822084
5701.249733	-86.609107	3.218421	1.358484	-47.829743
5701.306952	-86.589107	3.137714	1.285476	-47.842491
5701.364173	-86.549598	3.014594	1.252346	-47.854389
5701.421396	-86.518574	2.920326	1.268420	-47.876467
5701.478621	-86.489248	2.842182	1.271769	-47.898543
5701.535848	-86.468407	2.776768	1.296323	-47.883294
5701.593077	-86.464532	2.690152	1.306457	-47.884162
5701.650308	-86.443693	2.612872	1.327616	-47.868915
5701.707541	-86.408436	2.567828	1.293643	-47.880809
5701.764776	-86.359612	2.517699	1.203696	-47.919843
5701.822013	-86.321816	2.488775	1.072198	-47.943609
5701.879252	-86.295048	2.457309	0.971239	-47.947019
5701.936493	-86.289482	2.468248	0.825342	-47.955516
5701.993736	-86.283917	2.484273	0.665039	-47.950445
5702.050981	-86.286832	2.475707	0.533578	-47.943679
5702.108228	-86.284659	2.451029	0.383471	-47.957263
5702.165477	-86.274854	2.462814	0.259661	-47.974238
5702.222728	-86.274377	2.461032	0.128228	-47.996299
5702.279981	-86.284074	2.421097	0.008675	-47.993771
5702.337236	-86.300553	2.391338	-0.048130	-47.961568
5702.394493	-86.302617	2.347168	-0.040498	-47.925129
5702.451752	-86.296204	2.324196	-0.058300	-47.903952
5702.509013	-86.270293	2.273250	-0.032018	-47.873451
5702.566276	-86.252861	2.227393	-0.037951	-47.848886
5702.623541	-86.227800	2.196799	-0.051513	-47.814998
5702.680808	-86.219695	2.167054	-0.043882	-47.804847
5702.738077	-86.222609	2.080520	-0.009128	-47.780287
5702.795349	-86.232303	2.005858	0.037490	-47.762509
5702.852622	-86.241996	1.971885	0.124789	-47.754056
5702.909897	-86.239824	1.951475	0.182417	-47.745603
5702.967174	-86.263076	1.971747	0.188343	-47.753254
5703.024453	-86.282089	1.950491	0.187489	-47.757514
5703.081734	-86.312965	1.902966	0.146805	-47.770247
5703.139017	-86.326890	1.855444	0.130699	-47.796539
5703.196302	-86.333188	1.843515	0.081546	-47.831303
5703.253590	-86.325080	1.841756	0.051885	-47.838948
5703.310879	-86.308499	1.867959	-0.003193	-47.854219
5703.368170	-86.276668	1.870435	-0.074366	-47.863558
5703.425463	-86.243144	1.847493	-0.214163	-47.863576
5703.482758	-86.227414	1.768635	-0.361576	-47.877997
5703.540055	-86.181186	1.648269	-0.458993	-47.879709
5703.597355	-86.151057	1.577895	-0.553014	-47.885656
5703.654656	-86.112459	1.582076	-0.607212	-47.875507
5703.711959	-86.100124	1.575243	-0.645311	-47.854346
5703.769264	-86.097108	1.495561	-0.641053	-47.848434
5703.826571	-86.094091	1.404873	-0.675760	-47.843370
5703.883881	-86.085146	1.341297	-0.740958	-47.846776
5703.941192	-86.095682	1.304828	-0.784977	-47.838324
5703.998505	-86.101136	1.283608	-0.780714	-47.842577
5704.055820	-86.087109	1.301349	-0.761207	-47.847676
5704.113138	-86.092562	1.329252	-0.770497	-47.864632
5704.170457	-86.090392	1.309727	-0.741675	-47.879892
5704.227778	-86.102619	1.244473	-0.728100	-47.910395
5704.285101	-86.089441	1.163134	-0.752632	-47.939202
5704.342427	-86.083037	1.134302	-0.791558	-47.956999
5704.399754	-86.073247	1.111400	-0.803385	-47.982415
5704.457083	-86.071924	1.054630	-0.766101	-47.991742
5704.514415	-86.050281	0.980082	-0.766921	-48.016308
5704.571748	-86.027792	0.899614	-0.777901	-48.040872
5704.629083	-86.012924	0.827617	-0.774487	-48.048502
5704.686421	-85.988745	0.736153	-0.790545	-48.041739
5704.743760	-85.956101	0.661628	-0.845546	-48.037515
5704.801101	-85.918380	0.604885	-0.927633	-48.037525
5704.858445	-85.901825	0.583701	-0.975852	-48.040074
5704.915790	-85.873419	0.554053	-1.035073	-48.047702
5704.973137	-85.843323	0.555726	-1.088364	-48.044326
5705.030487	-85.796300	0.541317	-1.207674	-48.043488
5705.087838	-85.760283	0.538759	-1.299044	-48.042651
5705.145192	-85.728500	0.546358	-1.397179	-48.044353
5705.202547	-85.700105	0.545492	-1.500385	-48.051133
5705.259905	-85.681021	0.581865	-1.591735	-48.062143
5705.317264	-85.675480	0.617389	-1.695773	-48.065537
5705.374625	-85.672477	0.623291	-1.755798	-48.047773
5705.431989	-85.652549	0.615653	-1.806511	-48.019856
5705.489354	-85.640239	0.619862	-1.848758	-47.972478
5705.546722	-85.645699	0.578378	-1.907925	-47.931026
5705.604091	-85.665543	0.569050	-1.888397	-47.898885
5705.661463	-85.690462	0.558877	-1.859563	-47.869284
5705.718836	-85.711148	0.546166	-1.807040	-47.829532
5705.776212	-85.741140	0.529226	-1.778211	-47.799090
5705.833590	-85.766899	0.519901	-1.723157	-47.782186
5705.890969	-85.804501	0.530035	-1.638497	-47.771205
5705.948351	-85.831102	0.555395	-1.568225	-47.778836
5706.005734	-85.870390	0.598519	-1.530102	-47.804231
5706.063120	-85.891911	0.640793	-1.475911	-47.864306
5706.120507	-85.910046	0.696598	-1.388734	-47.929453
5706.177897	-85.942560	0.777775	-1.343855	-47.986982
5706.235289	-85.960693	0.847951	-1.315896	-48.038586
5706.292682	-86.001660	0.922350	-1.279481	-48.082574
5706.350078	-86.024863	1.020426	-1.216850	-48.121485
5706.407476	-86.033687	1.094814	-1.167755	-48.147707
5706.464875	-86.012066	1.159895	-1.126275	-48.165470
5706.522277	-85.981988	1.240193	-1.094100	-48.185768
5706.579681	-85.939229	1.301035	-1.057699	-48.198455
5706.637086	-85.910002	1.339042	-1.040750	-48.169705
5706.694494	-85.865556	1.386347	-1.039022	-48.146031
5706.751904	-85.793210	1.405747	-1.009392	-48.122359
5706.809316	-85.726788	1.441209	-0.960316	-48.098688
5706.866729	-85.637541	1.470751	-0.960282	-48.086855
5706.924145	-85.558447	1.492681	-0.963630	-48.070796
5706.981563	-85.492885	1.514610	-0.966133	-48.058120
5707.038983	-85.445081	1.530620	-0.955109	-48.053898
5707.096405	-85.419259	1.521267	-0.901817	-48.026007
5707.153828	-85.390903	1.519523	-0.815560	-47.989663
5707.211254	-85.368467	1.542293	-0.698878	-47.972765
5707.268682	-85.360401	1.573514	-0.583050	-47.923747
5707.326112	-85.370932	1.571769	-0.479063	-47.884875
5707.383544	-85.379771	1.572559	-0.376774	-47.840934
5707.440978	-85.383538	1.586872	-0.240685	-47.792771
5707.498414	-85.383079	1.591887	-0.113056	-47.750527
5707.555852	-85.381775	1.605354	0.000196	-47.707440
5707.613292	-85.361033	1.622199	0.123581	-47.648300
5707.670734	-85.325926	1.686368	0.191183	-47.593389
5707.728178	-85.295892	1.753913	0.260470	-47.541862
5707.785624	-85.254029	1.820608	0.312007	-47.486958
5707.843072	-85.201185	1.878003	0.360160	-47.465013
5707.900522	-85.143274	1.984402	0.404930	-47.423635
5707.957974	-85.093816	2.078119	0.428574	-47.394089
5708.015428	-85.057880	2.153242	0.468269	-47.368769
5708.072884	-85.027016	2.241878	0.522324	-47.339227
5708.130342	-84.996154	2.338111	0.589048	-47.299549
5708.187802	-84.980500	2.436872	0.647320	-47.277614
5708.245264	-84.978364	2.514506	0.745291	-47.276800
5708.302728	-84.988054	2.564258	0.825516	-47.279366
5708.360194	-85.013793	2.590354	0.922630	-47.296291
5708.417663	-85.034462	2.605468	1.001999	-47.290408
5708.475133	-85.045838	2.618046	1.088964	-47.303953
5708.532605	-85.044543	2.659342	1.228290	-47.301449
5708.590079	-85.045783	2.732729	1.327910	-47.297255
5708.647555	-85.030131	2.765571	1.438502	-47.297285
5708.705034	-85.015324	2.811924	1.573579	-47.315895
5708.762514	-85.009807	2.873475	1.695133	-47.336192
5708.819996	-84.998380	2.891108	1.785434	-47.342132
5708.877480	-84.973442	2.938296	1.836883	-47.348915
5708.934967	-84.927395	3.026013	1.859618	-47.337121
5708.992455	-84.893172	3.128079	1.881507	-47.344748
5709.049945	-84.869084	3.221693	1.840911	-47.351530
5709.107438	-84.852597	3.279839	1.732772	-47.388708
5709.164932	-84.822602	3.297455	1.668544	-47.430105
5709.222429	-84.826379	3.388521	1.574770	-47.472343
5709.279927	-84.830157	3.456786	1.451455	-47.501070
5709.337427	-84.813673	3.495499	1.313797	-47.523886
5709.394930	-84.787059	3.576418	1.191344	-47.548388
5709.452434	-84.783239	3.659864	1.089159	-47.579641
5709.509941	-84.795458	3.685904	1.004708	-47.619334
5709.567449	-84.807676	3.728823	0.939677	-47.664932
5709.624960	-84.816517	3.766675	0.985224	-47.707995
5709.682472	-84.830421	3.801149	1.077189	-47.724045
5709.739987	-84.853608	3.844060	1.129480	-47.735031
5709.797504	-84.859070	3.821138	1.175859	-47.746015
5709.855022	-84.857780	3.798217	1.223079	-47.768814
5709.912543	-84.882651	3.802303	1.304053	-47.785704
5709.970065	-84.916803	3.822423	1.374050	-47.815250
5710.027590	-84.927324	3.832415	1.472733	-47.841420
5710.085117	-84.933625	3.877848	1.536813	-47.867587
5710.142646	-84.938238	3.879399	1.584012	-47.866750
5710.200176	-84.947070	3.883482	1.567925	-47.852414
5710.257709	-84.952525	3.912033	1.524839	-47.838922
5710.315244	-84.944481	3.940582	1.496943	-47.820368
5710.372780	-84.938125	3.980097	1.500265	-47.790004
5710.430319	-84.934299	4.006954	1.521304	-47.745300
5710.487860	-84.911915	4.023686	1.511970	-47.709036
5710.545403	-84.881939	4.002454	1.530476	-47.665181
5710.602948	-84.850278	3.987130	1.542232	-47.615425
5710.660495	-84.832959	3.970963	1.580981	-47.569889
5710.718044	-84.815641	3.996972	1.659372	-47.553036
5710.775594	-84.790733	4.026353	1.755470	-47.545462
5710.833147	-84.764983	4.042237	1.868430	-47.546323
5710.890702	-84.759477	4.084266	1.979695	-47.556462
5710.948259	-84.745537	4.155811	2.062278	-47.583468
5711.005818	-84.737502	4.247591	2.124614	-47.621435
5711.063379	-84.741273	4.342738	2.178512	-47.658556
5711.120942	-84.757694	4.422699	2.198675	-47.677122
5711.178507	-84.794352	4.508557	2.221366	-47.684724
5711.236075	-84.801493	4.617177	2.207796	-47.682206
5711.293644	-84.800202	4.675196	2.157969	-47.646804
5711.351215	-84.808186	4.713818	2.081164	-47.608031
5711.408788	-84.815326	4.749908	1.984972	-47.564201
5711.466363	-84.815720	4.746369	1.890473	-47.515316
5711.523940	-84.809369	4.704891	1.811156	-47.443671
5711.581519	-84.799647	4.654142	1.739432	-47.363601
5711.639101	-84.768006	4.567146	1.685417	-47.285221
5711.696684	-84.726251	4.519777	1.645736	-47.232138
5711.754269	-84.675226	4.448809	1.571497	-47.213620
5711.811857	-84.634320	4.321368	1.543625	-47.205218
5711.869446	-84.606060	4.251255	1.510697	-47.225476
5711.927037	-84.574431	4.194632	1.519915	-47.255847
5711.984631	-84.530161	4.119471	1.551890	-47.293802
5712.042226	-84.478308	4.058643	1.572064	-47.342710
5712.099823	-84.443315	4.017203	1.595607	-47.412685
